target,t_acc,query,q_acc,evalue,score,sample,contig,query_type,gene_id
3300000439_assembled_TBL_comb48_EPIDRAFT_1001871_4,-,ATPase_2,-,2e-84,280.8,all,3300000439_assembled_TBL_comb48_EPIDRAFT_1001871,ATPase,all_3300000439_assembled_TBL_comb48_EPIDRAFT_1001871_vph_4
3300009548_assembled_Ga0116107_1001113_11,-,ATPase_2,-,1.9e-83,277.6,all,3300009548_assembled_Ga0116107_1001113,ATPase,all_3300009548_assembled_Ga0116107_1001113_vph_11
3300009183_assembled_Ga0114974_10000518_21,-,ATPase_2,-,3.6e-83,276.6,all,3300009183_assembled_Ga0114974_10000518,ATPase,all_3300009183_assembled_Ga0114974_10000518_vph_21
3300010354_assembled_Ga0129333_10000799_11,-,ATPase_2,-,1.6e-82,274.5,all,3300010354_assembled_Ga0129333_10000799,ATPase,all_3300010354_assembled_Ga0129333_10000799_vph_11
OL828819.1_14,-,ATPase_2,-,4.1e-82,273.2,all,OL828819.1,ATPase,all_OL828819.1_vph_14
3300023174_assembled_Ga0214921_10004023_3,-,ATPase_2,-,6.7e-82,272.4,all,3300023174_assembled_Ga0214921_10004023,ATPase,all_3300023174_assembled_Ga0214921_10004023_vph_3
3300002835_assembled_B570J40625_100004419_20,-,ATPase_2,-,1.9e-81,270.9,all,3300002835_assembled_B570J40625_100004419,ATPase,all_3300002835_assembled_B570J40625_100004419_vph_20
3300027749_assembled_Ga0209084_1000714_3,-,ATPase_2,-,2.7e-81,270.4,all,3300027749_assembled_Ga0209084_1000714,ATPase,all_3300027749_assembled_Ga0209084_1000714_vph_3
3300025487_assembled_Ga0208105_1000377_12,-,ATPase_2,-,4e-81,269.9,all,3300025487_assembled_Ga0208105_1000377,ATPase,all_3300025487_assembled_Ga0208105_1000377_vph_12
3300007541_assembled_Ga0099848_1000221_11,-,ATPase_2,-,7.5e-81,269,all,3300007541_assembled_Ga0099848_1000221,ATPase,all_3300007541_assembled_Ga0099848_1000221_vph_11
3300027973_assembled_Ga0209298_10000424_23,-,ATPase_2,-,4.2e-80,266.5,all,3300027973_assembled_Ga0209298_10000424,ATPase,all_3300027973_assembled_Ga0209298_10000424_vph_23
3300010885_assembled_Ga0133913_10013256_6,-,ATPase_2,-,8.8e-80,265.5,all,3300010885_assembled_Ga0133913_10013256,ATPase,all_3300010885_assembled_Ga0133913_10013256_vph_6
3300006916_assembled_Ga0070750_10000267_13,-,ATPase_2,-,1.1e-79,265.2,all,3300006916_assembled_Ga0070750_10000267,ATPase,all_3300006916_assembled_Ga0070750_10000267_vph_13
3300007734_assembled_Ga0104986_1721_5,-,ATPase_2,-,2.4e-79,264,all,3300007734_assembled_Ga0104986_1721,ATPase,all_3300007734_assembled_Ga0104986_1721_vph_5
3300010885_assembled_Ga0133913_10013167_23,-,ATPase_2,-,2.6e-79,263.9,all,3300010885_assembled_Ga0133913_10013167,ATPase,all_3300010885_assembled_Ga0133913_10013167_vph_23
3300027708_assembled_Ga0209188_1000973_24,-,ATPase_2,-,7.8e-79,262.4,all,3300027708_assembled_Ga0209188_1000973,ATPase,all_3300027708_assembled_Ga0209188_1000973_vph_24
3300010885_assembled_Ga0133913_10010443_6,-,ATPase_2,-,9.6e-79,262.1,all,3300010885_assembled_Ga0133913_10010443,ATPase,all_3300010885_assembled_Ga0133913_10010443_vph_6
3300010885_assembled_Ga0133913_10009135_15,-,ATPase_2,-,1.6e-78,261.3,all,3300010885_assembled_Ga0133913_10009135,ATPase,all_3300010885_assembled_Ga0133913_10009135_vph_15
3300010334_assembled_Ga0136644_10000572_10,-,ATPase_2,-,1.9e-78,261.1,all,3300010334_assembled_Ga0136644_10000572,ATPase,all_3300010334_assembled_Ga0136644_10000572_vph_10
3300007540_assembled_Ga0099847_1000087_6,-,ATPase_2,-,5e-78,259.7,all,3300007540_assembled_Ga0099847_1000087,ATPase,all_3300007540_assembled_Ga0099847_1000087_vph_6
3300025736_assembled_Ga0207997_1001135_6,-,ATPase_2,-,9.7e-78,258.8,all,3300025736_assembled_Ga0207997_1001135,ATPase,all_3300025736_assembled_Ga0207997_1001135_vph_6
3300021438_assembled_Ga0213920_1000796_9,-,ATPase_2,-,1.1e-77,258.5,all,3300021438_assembled_Ga0213920_1000796,ATPase,all_3300021438_assembled_Ga0213920_1000796_vph_9
3300005747_assembled_Ga0076924_1015279_30,-,ATPase_2,-,1.1e-77,258.5,all,3300005747_assembled_Ga0076924_1015279,ATPase,all_3300005747_assembled_Ga0076924_1015279_vph_30
MG807318.2_4,-,ATPase_2,-,3.4e-77,257,all,MG807318.2,ATPase,all_MG807318.2_vph_4
KJ854379.1_1,-,ATPase_2,-,3.9e-77,256.8,all,KJ854379.1,ATPase,all_KJ854379.1_vph_1
3300025401_assembled_Ga0207955_1000104_2,-,ATPase_2,-,7.4e-77,255.9,all,3300025401_assembled_Ga0207955_1000104,ATPase,all_3300025401_assembled_Ga0207955_1000104_vph_2
3300010885_assembled_Ga0133913_10009566_15,-,ATPase_2,-,1.1e-76,255.3,all,3300010885_assembled_Ga0133913_10009566,ATPase,all_3300010885_assembled_Ga0133913_10009566_vph_15
3300019487_assembled_Ga0187893_10009394_10,-,ATPase_2,-,1.2e-76,255.2,all,3300019487_assembled_Ga0187893_10009394,ATPase,all_3300019487_assembled_Ga0187893_10009394_vph_10
3300009181_assembled_Ga0114969_10001288_25,-,ATPase_2,-,2.1e-76,254.4,all,3300009181_assembled_Ga0114969_10001288,ATPase,all_3300009181_assembled_Ga0114969_10001288_vph_25
3300017971_assembled_Ga0180438_10003911_17,-,ATPase_2,-,2.4e-76,254.2,all,3300017971_assembled_Ga0180438_10003911,ATPase,all_3300017971_assembled_Ga0180438_10003911_vph_17
3300032893_assembled_Ga0335069_10005211_12,-,ATPase_2,-,5.3e-76,253,all,3300032893_assembled_Ga0335069_10005211,ATPase,all_3300032893_assembled_Ga0335069_10005211_vph_12
3300027793_assembled_Ga0209972_10000880_7,-,ATPase_2,-,7.9e-76,252.5,all,3300027793_assembled_Ga0209972_10000880,ATPase,all_3300027793_assembled_Ga0209972_10000880_vph_7
3300010885_assembled_Ga0133913_10015411_11,-,ATPase_2,-,9.8e-76,252.2,all,3300010885_assembled_Ga0133913_10015411,ATPase,all_3300010885_assembled_Ga0133913_10015411_vph_11
3300005582_assembled_Ga0049080_10000091_2,-,ATPase_2,-,1.7e-75,251.4,all,3300005582_assembled_Ga0049080_10000091,ATPase,all_3300005582_assembled_Ga0049080_10000091_vph_2
KC556925.1_1,-,ATPase_2,-,3.4e-75,250.4,all,KC556925.1,ATPase,all_KC556925.1_vph_1
3300010885_assembled_Ga0133913_10009934_7,-,ATPase_2,-,1.1e-74,248.7,all,3300010885_assembled_Ga0133913_10009934,ATPase,all_3300010885_assembled_Ga0133913_10009934_vph_7
3300027769_assembled_Ga0209770_10000312_19,-,ATPase_2,-,1.3e-74,248.5,all,3300027769_assembled_Ga0209770_10000312,ATPase,all_3300027769_assembled_Ga0209770_10000312_vph_19
3300025646_assembled_Ga0208161_1000494_5,-,ATPase_2,-,2.2e-74,247.7,all,3300025646_assembled_Ga0208161_1000494,ATPase,all_3300025646_assembled_Ga0208161_1000494_vph_5
JN603370.1_3,-,ATPase_2,-,2.6e-74,247.5,all,JN603370.1,ATPase,all_JN603370.1_vph_3
3300014492_assembled_Ga0182013_10004328_17,-,ATPase_2,-,2.9e-74,247.3,all,3300014492_assembled_Ga0182013_10004328,ATPase,all_3300014492_assembled_Ga0182013_10004328_vph_17
3300024254_assembled_Ga0247661_1000063_14,-,ATPase_2,-,3.2e-73,243.9,all,3300024254_assembled_Ga0247661_1000063,ATPase,all_3300024254_assembled_Ga0247661_1000063_vph_14
3300017963_assembled_Ga0180437_10003822_9,-,ATPase_2,-,6.2e-73,243,all,3300017963_assembled_Ga0180437_10003822,ATPase,all_3300017963_assembled_Ga0180437_10003822_vph_9
3300032770_assembled_Ga0335085_10008907_6,-,ATPase_2,-,1.7e-72,241.5,all,3300032770_assembled_Ga0335085_10008907,ATPase,all_3300032770_assembled_Ga0335085_10008907_vph_6
3300002092_assembled_JGI24218J26658_1000290_25,-,ATPase_2,-,2e-72,241.3,all,3300002092_assembled_JGI24218J26658_1000290,ATPase,all_3300002092_assembled_JGI24218J26658_1000290_vph_25
3300028413_assembled_Ga0306870_1000093_3,-,ATPase_2,-,2e-72,241.3,all,3300028413_assembled_Ga0306870_1000093,ATPase,all_3300028413_assembled_Ga0306870_1000093_vph_3
3300009183_assembled_Ga0114974_10001000_1,-,ATPase_2,-,1.4e-71,238.5,all,3300009183_assembled_Ga0114974_10001000,ATPase,all_3300009183_assembled_Ga0114974_10001000_vph_1
3300009182_assembled_Ga0114959_10001102_27,-,ATPase_2,-,2e-70,234.7,all,3300009182_assembled_Ga0114959_10001102,ATPase,all_3300009182_assembled_Ga0114959_10001102_vph_27
3300006114_assembled_Ga0007815_1000154_23,-,ATPase_2,-,3.3e-70,234,all,3300006114_assembled_Ga0007815_1000154,ATPase,all_3300006114_assembled_Ga0007815_1000154_vph_23
3300013094_assembled_Ga0164297_10001420_22,-,ATPase_2,-,4.8e-70,233.5,all,3300013094_assembled_Ga0164297_10001420,ATPase,all_3300013094_assembled_Ga0164297_10001420_vph_22
3300010885_assembled_Ga0133913_10012712_3,-,ATPase_2,-,8.8e-70,232.6,all,3300010885_assembled_Ga0133913_10012712,ATPase,all_3300010885_assembled_Ga0133913_10012712_vph_3
3300029911_assembled_Ga0311361_10011007_11,-,ATPase_2,-,9.6e-70,232.5,all,3300029911_assembled_Ga0311361_10011007,ATPase,all_3300029911_assembled_Ga0311361_10011007_vph_11
3300009160_assembled_Ga0114981_10001519_4,-,ATPase_2,-,1.5e-69,231.9,all,3300009160_assembled_Ga0114981_10001519,ATPase,all_3300009160_assembled_Ga0114981_10001519_vph_4
3300027777_assembled_Ga0209829_10000789_10,-,ATPase_2,-,2.7e-69,231,all,3300027777_assembled_Ga0209829_10000789,ATPase,all_3300027777_assembled_Ga0209829_10000789_vph_10
3300009091_assembled_Ga0102851_10000522_14,-,ATPase_2,-,3.8e-69,230.5,all,3300009091_assembled_Ga0102851_10000522,ATPase,all_3300009091_assembled_Ga0102851_10000522_vph_14
3300032665_assembled_Ga0316221_1001987_5,-,ATPase_2,-,4.8e-69,230.2,all,3300032665_assembled_Ga0316221_1001987,ATPase,all_3300032665_assembled_Ga0316221_1001987_vph_5
3300014204_assembled_Ga0172381_10002270_22,-,ATPase_2,-,1.5e-67,225.2,all,3300014204_assembled_Ga0172381_10002270,ATPase,all_3300014204_assembled_Ga0172381_10002270_vph_22
3300009180_assembled_Ga0114979_10000767_10,-,ATPase_2,-,1.7e-66,221.8,all,3300009180_assembled_Ga0114979_10000767,ATPase,all_3300009180_assembled_Ga0114979_10000767_vph_10
3300009151_assembled_Ga0114962_10001373_16,-,ATPase_2,-,2e-65,218.3,all,3300009151_assembled_Ga0114962_10001373,ATPase,all_3300009151_assembled_Ga0114962_10001373_vph_16
3300035696_assembled_Ga0374055_0049619_3,-,ATPase_2,-,1.6e-64,215.3,all,3300035696_assembled_Ga0374055_0049619,ATPase,all_3300035696_assembled_Ga0374055_0049619_vph_3
3300009154_assembled_Ga0114963_10000587_7,-,ATPase_2,-,3.7e-64,214.1,all,3300009154_assembled_Ga0114963_10000587,ATPase,all_3300009154_assembled_Ga0114963_10000587_vph_7
3300018022_assembled_Ga0187864_10002390_7,-,ATPase_2,-,2.9e-61,204.6,all,3300018022_assembled_Ga0187864_10002390,ATPase,all_3300018022_assembled_Ga0187864_10002390_vph_7
3300021168_assembled_Ga0210406_10003258_18,-,ATPase_2,-,5.9e-61,203.6,all,3300021168_assembled_Ga0210406_10003258,ATPase,all_3300021168_assembled_Ga0210406_10003258_vph_18
3300010885_assembled_Ga0133913_10011061_27,-,ATPase_2,-,1.4e-59,199.1,all,3300010885_assembled_Ga0133913_10011061,ATPase,all_3300010885_assembled_Ga0133913_10011061_vph_27
3300010157_assembled_Ga0114964_10000880_4,-,ATPase_2,-,5.1e-58,193.9,all,3300010157_assembled_Ga0114964_10000880,ATPase,all_3300010157_assembled_Ga0114964_10000880_vph_4
KM502591.1_1,-,ATPase_2,-,7.6e-57,190.1,all,KM502591.1,ATPase,all_KM502591.1_vph_1
3300009151_assembled_Ga0114962_10001691_7,-,ATPase_2,-,9.2e-56,186.5,all,3300009151_assembled_Ga0114962_10001691,ATPase,all_3300009151_assembled_Ga0114962_10001691_vph_7
3300009111_assembled_Ga0115026_10000109_5,-,ATPase_2,-,1.3e-53,179.5,all,3300009111_assembled_Ga0115026_10000109,ATPase,all_3300009111_assembled_Ga0115026_10000109_vph_5
3300002835_assembled_B570J40625_100005612_9,-,ATPase_2,-,2.1e-51,172.2,all,3300002835_assembled_B570J40625_100005612,ATPase,all_3300002835_assembled_B570J40625_100005612_vph_9
3300005831_assembled_Ga0074471_10193221_20,-,ATPase_2,-,4.6e-51,171.1,all,3300005831_assembled_Ga0074471_10193221,ATPase,all_3300005831_assembled_Ga0074471_10193221_vph_20
Cflag_017B_10,-,ATPase_2,-,9.1e-45,150.4,all,Cflag_017B,ATPase,all_Cflag_017B_vph_10
3300009085_assembled_Ga0105103_10000772_3,-,ATPase_2,-,1.2e-44,149.9,all,3300009085_assembled_Ga0105103_10000772,ATPase,all_3300009085_assembled_Ga0105103_10000772_vph_3
3300002835_assembled_B570J40625_100006411_16,-,ATPase_2,-,1.4e-44,149.8,all,3300002835_assembled_B570J40625_100006411,ATPase,all_3300002835_assembled_B570J40625_100006411_vph_16
RCC970_016A_11,-,ATPase_2,-,1.4e-39,133.4,all,RCC970_016A,ATPase,all_RCC970_016A_vph_11
BVI_058_10,-,ATPase_2,-,2.3e-39,132.6,all,BVI_058,ATPase,all_BVI_058_vph_10
BVI_001A_6,-,ATPase_2,-,8.4e-34,114.3,all,BVI_001A,ATPase,all_BVI_001A_vph_6
3300017971_assembled_Ga0180438_10002894_25,-,ATPase_2,-,8.6e-34,114.3,all,3300017971_assembled_Ga0180438_10002894,ATPase,all_3300017971_assembled_Ga0180438_10002894_vph_25
E4-10_001_14,-,ATPase_2,-,1.4e-33,113.6,all,E4-10_001,ATPase,all_E4-10_001_vph_14
HQ712116.1_15,-,ATPase_2,-,2e-30,103.2,all,HQ712116.1,ATPase,all_HQ712116.1_vph_15
3300017971_assembled_Ga0180438_10002894_1,-,ATPase_2,-,5e-26,88.8,all,3300017971_assembled_Ga0180438_10002894,ATPase,all_3300017971_assembled_Ga0180438_10002894_vph_1
3300000439_assembled_TBL_comb48_EPIDRAFT_1001871_4,-,ATPase_3,-,3.8e-30,101.9,all,3300000439_assembled_TBL_comb48_EPIDRAFT_1001871,ATPase,all_3300000439_assembled_TBL_comb48_EPIDRAFT_1001871_vph_4
3300032665_assembled_Ga0316221_1001987_5,-,ATPase_3,-,8e-28,94.3,all,3300032665_assembled_Ga0316221_1001987,ATPase,all_3300032665_assembled_Ga0316221_1001987_vph_5
3300023174_assembled_Ga0214921_10004023_3,-,ATPase_3,-,4.2e-27,91.9,all,3300023174_assembled_Ga0214921_10004023,ATPase,all_3300023174_assembled_Ga0214921_10004023_vph_3
3300009548_assembled_Ga0116107_1001113_11,-,ATPase_3,-,4.9e-27,91.7,all,3300009548_assembled_Ga0116107_1001113,ATPase,all_3300009548_assembled_Ga0116107_1001113_vph_11
3300010885_assembled_Ga0133913_10009566_15,-,ATPase_3,-,2.3e-24,82.9,all,3300010885_assembled_Ga0133913_10009566,ATPase,all_3300010885_assembled_Ga0133913_10009566_vph_15
3300006916_assembled_Ga0070750_10000267_13,-,ATPase_3,-,6.1e-24,81.5,all,3300006916_assembled_Ga0070750_10000267,ATPase,all_3300006916_assembled_Ga0070750_10000267_vph_13
MG807318.2_4,-,ATPase_3,-,1.1e-23,80.7,all,MG807318.2,ATPase,all_MG807318.2_vph_4
3300027769_assembled_Ga0209770_10000312_19,-,ATPase_3,-,1.1e-23,80.7,all,3300027769_assembled_Ga0209770_10000312,ATPase,all_3300027769_assembled_Ga0209770_10000312_vph_19
3300005747_assembled_Ga0076924_1015279_30,-,ATPase_3,-,1.2e-23,80.6,all,3300005747_assembled_Ga0076924_1015279,ATPase,all_3300005747_assembled_Ga0076924_1015279_vph_30
3300028413_assembled_Ga0306870_1000093_3,-,ATPase_3,-,1.7e-23,80.1,all,3300028413_assembled_Ga0306870_1000093,ATPase,all_3300028413_assembled_Ga0306870_1000093_vph_3
3300027777_assembled_Ga0209829_10000789_10,-,ATPase_3,-,1.8e-23,80,all,3300027777_assembled_Ga0209829_10000789,ATPase,all_3300027777_assembled_Ga0209829_10000789_vph_10
3300005582_assembled_Ga0049080_10000091_2,-,ATPase_3,-,2.5e-23,79.5,all,3300005582_assembled_Ga0049080_10000091,ATPase,all_3300005582_assembled_Ga0049080_10000091_vph_2
3300025401_assembled_Ga0207955_1000104_2,-,ATPase_3,-,2.6e-23,79.4,all,3300025401_assembled_Ga0207955_1000104,ATPase,all_3300025401_assembled_Ga0207955_1000104_vph_2
3300027973_assembled_Ga0209298_10000424_23,-,ATPase_3,-,3.3e-23,79.1,all,3300027973_assembled_Ga0209298_10000424,ATPase,all_3300027973_assembled_Ga0209298_10000424_vph_23
3300017963_assembled_Ga0180437_10003822_9,-,ATPase_3,-,5.7e-23,78.4,all,3300017963_assembled_Ga0180437_10003822,ATPase,all_3300017963_assembled_Ga0180437_10003822_vph_9
3300021438_assembled_Ga0213920_1000796_9,-,ATPase_3,-,7.6e-23,77.9,all,3300021438_assembled_Ga0213920_1000796,ATPase,all_3300021438_assembled_Ga0213920_1000796_vph_9
3300010885_assembled_Ga0133913_10017077_2,-,ATPase_3,-,1e-22,77.5,all,3300010885_assembled_Ga0133913_10017077,ATPase,all_3300010885_assembled_Ga0133913_10017077_vph_2
3300009181_assembled_Ga0114969_10001288_25,-,ATPase_3,-,1e-22,77.5,all,3300009181_assembled_Ga0114969_10001288,ATPase,all_3300009181_assembled_Ga0114969_10001288_vph_25
JN603370.1_3,-,ATPase_3,-,1.1e-22,77.4,all,JN603370.1,ATPase,all_JN603370.1_vph_3
3300025487_assembled_Ga0208105_1000377_12,-,ATPase_3,-,1.6e-22,76.9,all,3300025487_assembled_Ga0208105_1000377,ATPase,all_3300025487_assembled_Ga0208105_1000377_vph_12
3300010885_assembled_Ga0133913_10013167_23,-,ATPase_3,-,1.8e-22,76.7,all,3300010885_assembled_Ga0133913_10013167,ATPase,all_3300010885_assembled_Ga0133913_10013167_vph_23
3300009154_assembled_Ga0114963_10000587_7,-,ATPase_3,-,1.9e-22,76.7,all,3300009154_assembled_Ga0114963_10000587,ATPase,all_3300009154_assembled_Ga0114963_10000587_vph_7
3300017971_assembled_Ga0180438_10003911_17,-,ATPase_3,-,2.3e-22,76.4,all,3300017971_assembled_Ga0180438_10003911,ATPase,all_3300017971_assembled_Ga0180438_10003911_vph_17
3300010413_assembled_Ga0136851_10008908_8,-,ATPase_3,-,3.3e-22,75.9,all,3300010413_assembled_Ga0136851_10008908,ATPase,all_3300010413_assembled_Ga0136851_10008908_vph_8
3300027793_assembled_Ga0209972_10000880_7,-,ATPase_3,-,4.4e-22,75.5,all,3300027793_assembled_Ga0209972_10000880,ATPase,all_3300027793_assembled_Ga0209972_10000880_vph_7
KC556925.1_1,-,ATPase_3,-,6.7e-22,74.8,all,KC556925.1,ATPase,all_KC556925.1_vph_1
3300009184_assembled_Ga0114976_10000413_8,-,ATPase_3,-,7.2e-22,74.7,all,3300009184_assembled_Ga0114976_10000413,ATPase,all_3300009184_assembled_Ga0114976_10000413_vph_8
3300027763_assembled_Ga0209088_10000481_11,-,ATPase_3,-,1.1e-21,74.1,all,3300027763_assembled_Ga0209088_10000481,ATPase,all_3300027763_assembled_Ga0209088_10000481_vph_11
3300010885_assembled_Ga0133913_10009934_7,-,ATPase_3,-,1.9e-21,73.3,all,3300010885_assembled_Ga0133913_10009934,ATPase,all_3300010885_assembled_Ga0133913_10009934_vph_7
3300009068_assembled_Ga0114973_10000749_7,-,ATPase_3,-,2e-21,73.3,all,3300009068_assembled_Ga0114973_10000749,ATPase,all_3300009068_assembled_Ga0114973_10000749_vph_7
3300027708_assembled_Ga0209188_1000973_24,-,ATPase_3,-,2.1e-21,73.2,all,3300027708_assembled_Ga0209188_1000973,ATPase,all_3300027708_assembled_Ga0209188_1000973_vph_24
3300010885_assembled_Ga0133913_10012256_1,-,ATPase_3,-,2.2e-21,73.1,all,3300010885_assembled_Ga0133913_10012256,ATPase,all_3300010885_assembled_Ga0133913_10012256_vph_1
3300010885_assembled_Ga0133913_10008183_16,-,ATPase_3,-,4.4e-21,72.2,all,3300010885_assembled_Ga0133913_10008183,ATPase,all_3300010885_assembled_Ga0133913_10008183_vph_16
3300009151_assembled_Ga0114962_10000818_19,-,ATPase_3,-,4.5e-21,72.1,all,3300009151_assembled_Ga0114962_10000818,ATPase,all_3300009151_assembled_Ga0114962_10000818_vph_19
3300007540_assembled_Ga0099847_1000087_6,-,ATPase_3,-,4.5e-21,72.1,all,3300007540_assembled_Ga0099847_1000087,ATPase,all_3300007540_assembled_Ga0099847_1000087_vph_6
3300010885_assembled_Ga0133913_10011015_17,-,ATPase_3,-,4.9e-21,72,all,3300010885_assembled_Ga0133913_10011015,ATPase,all_3300010885_assembled_Ga0133913_10011015_vph_17
3300009068_assembled_Ga0114973_10000639_6,-,ATPase_3,-,5.3e-21,71.9,all,3300009068_assembled_Ga0114973_10000639,ATPase,all_3300009068_assembled_Ga0114973_10000639_vph_6
3300010885_assembled_Ga0133913_10008424_15,-,ATPase_3,-,7.9e-21,71.3,all,3300010885_assembled_Ga0133913_10008424,ATPase,all_3300010885_assembled_Ga0133913_10008424_vph_15
KJ854379.1_1,-,ATPase_3,-,9.2e-21,71.1,all,KJ854379.1,ATPase,all_KJ854379.1_vph_1
3300029911_assembled_Ga0311361_10011007_11,-,ATPase_3,-,9.8e-21,71,all,3300029911_assembled_Ga0311361_10011007,ATPase,all_3300029911_assembled_Ga0311361_10011007_vph_11
3300010885_assembled_Ga0133913_10015411_11,-,ATPase_3,-,1.2e-20,70.8,all,3300010885_assembled_Ga0133913_10015411,ATPase,all_3300010885_assembled_Ga0133913_10015411_vph_11
3300007735_assembled_Ga0104988_10753_6,-,ATPase_3,-,1.3e-20,70.6,all,3300007735_assembled_Ga0104988_10753,ATPase,all_3300007735_assembled_Ga0104988_10753_vph_6
3300007734_assembled_Ga0104986_1721_5,-,ATPase_3,-,1.4e-20,70.5,all,3300007734_assembled_Ga0104986_1721,ATPase,all_3300007734_assembled_Ga0104986_1721_vph_5
3300032770_assembled_Ga0335085_10008907_6,-,ATPase_3,-,1.8e-20,70.1,all,3300032770_assembled_Ga0335085_10008907,ATPase,all_3300032770_assembled_Ga0335085_10008907_vph_6
3300006109_assembled_Ga0007870_1000162_11,-,ATPase_3,-,2.6e-20,69.6,all,3300006109_assembled_Ga0007870_1000162,ATPase,all_3300006109_assembled_Ga0007870_1000162_vph_11
3300010885_assembled_Ga0133913_10007194_24,-,ATPase_3,-,1.3e-19,67.3,all,3300010885_assembled_Ga0133913_10007194,ATPase,all_3300010885_assembled_Ga0133913_10007194_vph_24
3300009500_assembled_Ga0116229_10007006_21,-,ATPase_3,-,1.5e-19,67.2,all,3300009500_assembled_Ga0116229_10007006,ATPase,all_3300009500_assembled_Ga0116229_10007006_vph_21
3300009183_assembled_Ga0114974_10000518_21,-,ATPase_3,-,1.5e-19,67.2,all,3300009183_assembled_Ga0114974_10000518,ATPase,all_3300009183_assembled_Ga0114974_10000518_vph_21
3300024254_assembled_Ga0247661_1000063_14,-,ATPase_3,-,1.9e-19,66.8,all,3300024254_assembled_Ga0247661_1000063,ATPase,all_3300024254_assembled_Ga0247661_1000063_vph_14
3300009182_assembled_Ga0114959_10001102_27,-,ATPase_3,-,2.8e-19,66.2,all,3300009182_assembled_Ga0114959_10001102,ATPase,all_3300009182_assembled_Ga0114959_10001102_vph_27
3300010158_assembled_Ga0114960_10000772_15,-,ATPase_3,-,3.2e-19,66.1,all,3300010158_assembled_Ga0114960_10000772,ATPase,all_3300010158_assembled_Ga0114960_10000772_vph_15
3300009684_assembled_Ga0114958_10000782_18,-,ATPase_3,-,3.7e-19,65.9,all,3300009684_assembled_Ga0114958_10000782,ATPase,all_3300009684_assembled_Ga0114958_10000782_vph_18
3300002835_assembled_B570J40625_100004419_20,-,ATPase_3,-,3.7e-19,65.9,all,3300002835_assembled_B570J40625_100004419,ATPase,all_3300002835_assembled_B570J40625_100004419_vph_20
3300006114_assembled_Ga0007815_1000154_23,-,ATPase_3,-,4e-19,65.7,all,3300006114_assembled_Ga0007815_1000154,ATPase,all_3300006114_assembled_Ga0007815_1000154_vph_23
3300009181_assembled_Ga0114969_10000735_13,-,ATPase_3,-,4.6e-19,65.5,all,3300009181_assembled_Ga0114969_10000735,ATPase,all_3300009181_assembled_Ga0114969_10000735_vph_13
