target,t_acc,query,q_acc,evalue,score,sample,contig,query_type
3300014204_assembled_Ga0172381_10002270_22,-,ATPase_2,-,1.5e-67,225.2,all,3300014204_assembled_Ga0172381_10002270,ATPase
3300009180_assembled_Ga0114979_10000767_10,-,ATPase_2,-,1.7e-66,221.8,all,3300009180_assembled_Ga0114979_10000767,ATPase
3300009151_assembled_Ga0114962_10001373_16,-,ATPase_2,-,2e-65,218.3,all,3300009151_assembled_Ga0114962_10001373,ATPase
3300035696_assembled_Ga0374055_0049619_3,-,ATPase_2,-,1.6e-64,215.3,all,3300035696_assembled_Ga0374055_0049619,ATPase
3300009154_assembled_Ga0114963_10000587_7,-,ATPase_2,-,3.7e-64,214.1,all,3300009154_assembled_Ga0114963_10000587,ATPase
3300018022_assembled_Ga0187864_10002390_7,-,ATPase_2,-,2.9e-61,204.6,all,3300018022_assembled_Ga0187864_10002390,ATPase
3300021168_assembled_Ga0210406_10003258_18,-,ATPase_2,-,5.9e-61,203.6,all,3300021168_assembled_Ga0210406_10003258,ATPase
3300010885_assembled_Ga0133913_10011061_27,-,ATPase_2,-,1.4e-59,199.1,all,3300010885_assembled_Ga0133913_10011061,ATPase
3300010157_assembled_Ga0114964_10000880_4,-,ATPase_2,-,5.1e-58,193.9,all,3300010157_assembled_Ga0114964_10000880,ATPase
KM502591.1_1,-,ATPase_2,-,7.6e-57,190.1,all,KM502591.1,ATPase
3300009151_assembled_Ga0114962_10001691_7,-,ATPase_2,-,9.2e-56,186.5,all,3300009151_assembled_Ga0114962_10001691,ATPase
3300009111_assembled_Ga0115026_10000109_5,-,ATPase_2,-,1.3e-53,179.5,all,3300009111_assembled_Ga0115026_10000109,ATPase
3300002835_assembled_B570J40625_100005612_9,-,ATPase_2,-,2.1e-51,172.2,all,3300002835_assembled_B570J40625_100005612,ATPase
3300005831_assembled_Ga0074471_10193221_20,-,ATPase_2,-,4.6e-51,171.1,all,3300005831_assembled_Ga0074471_10193221,ATPase
Cflag_017B_10,-,ATPase_2,-,9.1e-45,150.4,all,Cflag_017B,ATPase
3300009085_assembled_Ga0105103_10000772_3,-,ATPase_2,-,1.2e-44,149.9,all,3300009085_assembled_Ga0105103_10000772,ATPase
3300002835_assembled_B570J40625_100006411_16,-,ATPase_2,-,1.4e-44,149.8,all,3300002835_assembled_B570J40625_100006411,ATPase
RCC970_016A_11,-,ATPase_2,-,1.4e-39,133.4,all,RCC970_016A,ATPase
BVI_058_10,-,ATPase_2,-,2.3e-39,132.6,all,BVI_058,ATPase
BVI_001A_6,-,ATPase_2,-,8.4e-34,114.3,all,BVI_001A,ATPase
3300017971_assembled_Ga0180438_10002894_25,-,ATPase_2,-,8.6e-34,114.3,all,3300017971_assembled_Ga0180438_10002894,ATPase
E4-10_001_14,-,ATPase_2,-,1.4e-33,113.6,all,E4-10_001,ATPase
HQ712116.1_15,-,ATPase_2,-,2e-30,103.2,all,HQ712116.1,ATPase
3300017971_assembled_Ga0180438_10002894_1,-,ATPase_2,-,5e-26,88.8,all,3300017971_assembled_Ga0180438_10002894,ATPase
3300000439_assembled_TBL_comb48_EPIDRAFT_1001871_4,-,ATPase_3,-,3.8e-30,101.9,all,3300000439_assembled_TBL_comb48_EPIDRAFT_1001871,ATPase
3300032665_assembled_Ga0316221_1001987_5,-,ATPase_3,-,8e-28,94.3,all,3300032665_assembled_Ga0316221_1001987,ATPase
3300023174_assembled_Ga0214921_10004023_3,-,ATPase_3,-,4.2e-27,91.9,all,3300023174_assembled_Ga0214921_10004023,ATPase
3300009548_assembled_Ga0116107_1001113_11,-,ATPase_3,-,4.9e-27,91.7,all,3300009548_assembled_Ga0116107_1001113,ATPase
3300010885_assembled_Ga0133913_10009566_15,-,ATPase_3,-,2.3e-24,82.9,all,3300010885_assembled_Ga0133913_10009566,ATPase
3300006916_assembled_Ga0070750_10000267_13,-,ATPase_3,-,6.1e-24,81.5,all,3300006916_assembled_Ga0070750_10000267,ATPase
MG807318.2_4,-,ATPase_3,-,1.1e-23,80.7,all,MG807318.2,ATPase
3300027769_assembled_Ga0209770_10000312_19,-,ATPase_3,-,1.1e-23,80.7,all,3300027769_assembled_Ga0209770_10000312,ATPase
3300005747_assembled_Ga0076924_1015279_30,-,ATPase_3,-,1.2e-23,80.6,all,3300005747_assembled_Ga0076924_1015279,ATPase
3300028413_assembled_Ga0306870_1000093_3,-,ATPase_3,-,1.7e-23,80.1,all,3300028413_assembled_Ga0306870_1000093,ATPase
3300027777_assembled_Ga0209829_10000789_10,-,ATPase_3,-,1.8e-23,80,all,3300027777_assembled_Ga0209829_10000789,ATPase
3300005582_assembled_Ga0049080_10000091_2,-,ATPase_3,-,2.5e-23,79.5,all,3300005582_assembled_Ga0049080_10000091,ATPase
3300025401_assembled_Ga0207955_1000104_2,-,ATPase_3,-,2.6e-23,79.4,all,3300025401_assembled_Ga0207955_1000104,ATPase
3300027973_assembled_Ga0209298_10000424_23,-,ATPase_3,-,3.3e-23,79.1,all,3300027973_assembled_Ga0209298_10000424,ATPase
3300017963_assembled_Ga0180437_10003822_9,-,ATPase_3,-,5.7e-23,78.4,all,3300017963_assembled_Ga0180437_10003822,ATPase
3300021438_assembled_Ga0213920_1000796_9,-,ATPase_3,-,7.6e-23,77.9,all,3300021438_assembled_Ga0213920_1000796,ATPase
3300010885_assembled_Ga0133913_10017077_2,-,ATPase_3,-,1e-22,77.5,all,3300010885_assembled_Ga0133913_10017077,ATPase
3300009181_assembled_Ga0114969_10001288_25,-,ATPase_3,-,1e-22,77.5,all,3300009181_assembled_Ga0114969_10001288,ATPase
JN603370.1_3,-,ATPase_3,-,1.1e-22,77.4,all,JN603370.1,ATPase
3300025487_assembled_Ga0208105_1000377_12,-,ATPase_3,-,1.6e-22,76.9,all,3300025487_assembled_Ga0208105_1000377,ATPase
3300010885_assembled_Ga0133913_10013167_23,-,ATPase_3,-,1.8e-22,76.7,all,3300010885_assembled_Ga0133913_10013167,ATPase
3300009154_assembled_Ga0114963_10000587_7,-,ATPase_3,-,1.9e-22,76.7,all,3300009154_assembled_Ga0114963_10000587,ATPase
3300017971_assembled_Ga0180438_10003911_17,-,ATPase_3,-,2.3e-22,76.4,all,3300017971_assembled_Ga0180438_10003911,ATPase
3300010413_assembled_Ga0136851_10008908_8,-,ATPase_3,-,3.3e-22,75.9,all,3300010413_assembled_Ga0136851_10008908,ATPase
3300027793_assembled_Ga0209972_10000880_7,-,ATPase_3,-,4.4e-22,75.5,all,3300027793_assembled_Ga0209972_10000880,ATPase
KC556925.1_1,-,ATPase_3,-,6.7e-22,74.8,all,KC556925.1,ATPase
3300009184_assembled_Ga0114976_10000413_8,-,ATPase_3,-,7.2e-22,74.7,all,3300009184_assembled_Ga0114976_10000413,ATPase
3300027763_assembled_Ga0209088_10000481_11,-,ATPase_3,-,1.1e-21,74.1,all,3300027763_assembled_Ga0209088_10000481,ATPase
3300010885_assembled_Ga0133913_10009934_7,-,ATPase_3,-,1.9e-21,73.3,all,3300010885_assembled_Ga0133913_10009934,ATPase
3300009068_assembled_Ga0114973_10000749_7,-,ATPase_3,-,2e-21,73.3,all,3300009068_assembled_Ga0114973_10000749,ATPase
3300027708_assembled_Ga0209188_1000973_24,-,ATPase_3,-,2.1e-21,73.2,all,3300027708_assembled_Ga0209188_1000973,ATPase
3300010885_assembled_Ga0133913_10012256_1,-,ATPase_3,-,2.2e-21,73.1,all,3300010885_assembled_Ga0133913_10012256,ATPase
3300010885_assembled_Ga0133913_10008183_16,-,ATPase_3,-,4.4e-21,72.2,all,3300010885_assembled_Ga0133913_10008183,ATPase
3300009151_assembled_Ga0114962_10000818_19,-,ATPase_3,-,4.5e-21,72.1,all,3300009151_assembled_Ga0114962_10000818,ATPase
3300007540_assembled_Ga0099847_1000087_6,-,ATPase_3,-,4.5e-21,72.1,all,3300007540_assembled_Ga0099847_1000087,ATPase
3300010885_assembled_Ga0133913_10011015_17,-,ATPase_3,-,4.9e-21,72,all,3300010885_assembled_Ga0133913_10011015,ATPase
3300009068_assembled_Ga0114973_10000639_6,-,ATPase_3,-,5.3e-21,71.9,all,3300009068_assembled_Ga0114973_10000639,ATPase
3300010885_assembled_Ga0133913_10008424_15,-,ATPase_3,-,7.9e-21,71.3,all,3300010885_assembled_Ga0133913_10008424,ATPase
KJ854379.1_1,-,ATPase_3,-,9.2e-21,71.1,all,KJ854379.1,ATPase
3300029911_assembled_Ga0311361_10011007_11,-,ATPase_3,-,9.8e-21,71,all,3300029911_assembled_Ga0311361_10011007,ATPase
3300010885_assembled_Ga0133913_10015411_11,-,ATPase_3,-,1.2e-20,70.8,all,3300010885_assembled_Ga0133913_10015411,ATPase
3300007735_assembled_Ga0104988_10753_6,-,ATPase_3,-,1.3e-20,70.6,all,3300007735_assembled_Ga0104988_10753,ATPase
3300007734_assembled_Ga0104986_1721_5,-,ATPase_3,-,1.4e-20,70.5,all,3300007734_assembled_Ga0104986_1721,ATPase
3300032770_assembled_Ga0335085_10008907_6,-,ATPase_3,-,1.8e-20,70.1,all,3300032770_assembled_Ga0335085_10008907,ATPase
3300006109_assembled_Ga0007870_1000162_11,-,ATPase_3,-,2.6e-20,69.6,all,3300006109_assembled_Ga0007870_1000162,ATPase
3300010885_assembled_Ga0133913_10007194_24,-,ATPase_3,-,1.3e-19,67.3,all,3300010885_assembled_Ga0133913_10007194,ATPase
3300009500_assembled_Ga0116229_10007006_21,-,ATPase_3,-,1.5e-19,67.2,all,3300009500_assembled_Ga0116229_10007006,ATPase
3300009183_assembled_Ga0114974_10000518_21,-,ATPase_3,-,1.5e-19,67.2,all,3300009183_assembled_Ga0114974_10000518,ATPase
3300024254_assembled_Ga0247661_1000063_14,-,ATPase_3,-,1.9e-19,66.8,all,3300024254_assembled_Ga0247661_1000063,ATPase
3300009182_assembled_Ga0114959_10001102_27,-,ATPase_3,-,2.8e-19,66.2,all,3300009182_assembled_Ga0114959_10001102,ATPase
3300010158_assembled_Ga0114960_10000772_15,-,ATPase_3,-,3.2e-19,66.1,all,3300010158_assembled_Ga0114960_10000772,ATPase
3300009684_assembled_Ga0114958_10000782_18,-,ATPase_3,-,3.7e-19,65.9,all,3300009684_assembled_Ga0114958_10000782,ATPase
3300002835_assembled_B570J40625_100004419_20,-,ATPase_3,-,3.7e-19,65.9,all,3300002835_assembled_B570J40625_100004419,ATPase
3300006114_assembled_Ga0007815_1000154_23,-,ATPase_3,-,4e-19,65.7,all,3300006114_assembled_Ga0007815_1000154,ATPase
3300009181_assembled_Ga0114969_10000735_13,-,ATPase_3,-,4.6e-19,65.5,all,3300009181_assembled_Ga0114969_10000735,ATPase
3300010885_assembled_Ga0133913_10013256_6,-,ATPase_3,-,6.5e-19,65.1,all,3300010885_assembled_Ga0133913_10013256,ATPase
3300010354_assembled_Ga0129333_10000799_11,-,ATPase_3,-,7e-19,64.9,all,3300010354_assembled_Ga0129333_10000799,ATPase
OL828819.1_14,-,ATPase_3,-,1.4e-18,64,all,OL828819.1,ATPase
3300019487_assembled_Ga0187893_10009394_10,-,ATPase_3,-,1.9e-18,63.5,all,3300019487_assembled_Ga0187893_10009394,ATPase
3300014204_assembled_Ga0172381_10002270_22,-,ATPase_3,-,3e-18,62.9,all,3300014204_assembled_Ga0172381_10002270,ATPase
3300009183_assembled_Ga0114974_10001000_1,-,ATPase_3,-,3.9e-18,62.5,all,3300009183_assembled_Ga0114974_10001000,ATPase
3300035696_assembled_Ga0374055_0049619_3,-,ATPase_3,-,1.6e-17,60.5,all,3300035696_assembled_Ga0374055_0049619,ATPase
3300007541_assembled_Ga0099848_1000221_11,-,ATPase_3,-,2e-17,60.2,all,3300007541_assembled_Ga0099848_1000221,ATPase
3300025838_assembled_Ga0208872_1000426_13,-,ATPase_3,-,2.5e-17,59.8,all,3300025838_assembled_Ga0208872_1000426,ATPase
3300009163_assembled_Ga0114970_10000439_10,-,ATPase_3,-,4.5e-17,59,all,3300009163_assembled_Ga0114970_10000439,ATPase
3300032893_assembled_Ga0335069_10005211_12,-,ATPase_3,-,5.1e-17,58.8,all,3300032893_assembled_Ga0335069_10005211,ATPase
3300010885_assembled_Ga0133913_10009135_15,-,ATPase_3,-,5.2e-17,58.8,all,3300010885_assembled_Ga0133913_10009135,ATPase
3300010885_assembled_Ga0133913_10010443_6,-,ATPase_3,-,6.2e-17,58.6,all,3300010885_assembled_Ga0133913_10010443,ATPase
3300010334_assembled_Ga0136644_10000572_10,-,ATPase_3,-,6.4e-17,58.5,all,3300010334_assembled_Ga0136644_10000572,ATPase
3300013094_assembled_Ga0164297_10001420_22,-,ATPase_3,-,9e-17,58,all,3300013094_assembled_Ga0164297_10001420,ATPase
3300025736_assembled_Ga0207997_1001135_6,-,ATPase_3,-,1e-16,57.8,all,3300025736_assembled_Ga0207997_1001135,ATPase
3300002092_assembled_JGI24218J26658_1000290_25,-,ATPase_3,-,1.8e-16,57,all,3300002092_assembled_JGI24218J26658_1000290,ATPase
3300002091_assembled_JGI24028J26656_1000152_5,-,ATPase_3,-,1.8e-16,57,all,3300002091_assembled_JGI24028J26656_1000152,ATPase
3300018022_assembled_Ga0187864_10002390_7,-,ATPase_3,-,2.1e-16,56.8,all,3300018022_assembled_Ga0187864_10002390,ATPase
3300025646_assembled_Ga0208161_1000494_5,-,ATPase_3,-,4.4e-16,55.8,all,3300025646_assembled_Ga0208161_1000494,ATPase
3300002835_assembled_B570J40625_100006411_16,-,ATPase_3,-,6.2e-16,55.3,all,3300002835_assembled_B570J40625_100006411,ATPase
3300009151_assembled_Ga0114962_10000842_24,-,ATPase_3,-,8.4e-16,54.8,all,3300009151_assembled_Ga0114962_10000842,ATPase
3300014492_assembled_Ga0182013_10004328_17,-,ATPase_3,-,3.5e-15,52.8,all,3300014492_assembled_Ga0182013_10004328,ATPase
RCC970_016A_11,-,ATPase_4,-,1.1e-135,449.3,all,RCC970_016A,ATPase
Cflag_017B_10,-,ATPase_4,-,1.9e-135,448.5,all,Cflag_017B,ATPase
BVI_058_10,-,ATPase_4,-,8.8e-134,443,all,BVI_058,ATPase
E4-10_001_14,-,ATPase_4,-,7.9e-114,377.4,all,E4-10_001,ATPase
BVI_001A_6,-,ATPase_4,-,1.2e-91,304.4,all,BVI_001A,ATPase
HQ712116.1_15,-,ATPase_4,-,2e-88,293.9,all,HQ712116.1,ATPase
BVI_055B_8,-,ATPase_4,-,1e-41,140.3,all,BVI_055B,ATPase
3300025487_assembled_Ga0208105_1000377_12,-,ATPase_4,-,2.9e-40,135.5,all,3300025487_assembled_Ga0208105_1000377,ATPase
3300010885_assembled_Ga0133913_10007194_24,-,ATPase_4,-,1e-39,133.8,all,3300010885_assembled_Ga0133913_10007194,ATPase
3300006109_assembled_Ga0007870_1000162_11,-,ATPase_4,-,1.6e-37,126.5,all,3300006109_assembled_Ga0007870_1000162,ATPase
3300023174_assembled_Ga0214921_10004023_3,-,ATPase_4,-,1.8e-37,126.4,all,3300023174_assembled_Ga0214921_10004023,ATPase
3300007735_assembled_Ga0104988_10753_6,-,ATPase_4,-,4.8e-37,125,all,3300007735_assembled_Ga0104988_10753,ATPase
3300010885_assembled_Ga0133913_10012256_1,-,ATPase_4,-,9.6e-37,124,all,3300010885_assembled_Ga0133913_10012256,ATPase
3300009068_assembled_Ga0114973_10000749_7,-,ATPase_4,-,5.7e-36,121.5,all,3300009068_assembled_Ga0114973_10000749,ATPase
3300009151_assembled_Ga0114962_10000818_19,-,ATPase_4,-,1.2e-35,120.3,all,3300009151_assembled_Ga0114962_10000818,ATPase
3300027763_assembled_Ga0209088_10000481_11,-,ATPase_4,-,2.4e-35,119.4,all,3300027763_assembled_Ga0209088_10000481,ATPase
3300025838_assembled_Ga0208872_1000426_13,-,ATPase_4,-,2.5e-35,119.3,all,3300025838_assembled_Ga0208872_1000426,ATPase
3300009068_assembled_Ga0114973_10000639_6,-,ATPase_4,-,2.7e-35,119.2,all,3300009068_assembled_Ga0114973_10000639,ATPase
3300009184_assembled_Ga0114976_10000413_8,-,ATPase_4,-,3.2e-35,119,all,3300009184_assembled_Ga0114976_10000413,ATPase
3300009181_assembled_Ga0114969_10000735_13,-,ATPase_4,-,4.8e-35,118.4,all,3300009181_assembled_Ga0114969_10000735,ATPase
3300010885_assembled_Ga0133913_10027335_13,-,ATPase_4,-,6.9e-35,117.9,all,3300010885_assembled_Ga0133913_10027335,ATPase
3300010885_assembled_Ga0133913_10011015_17,-,ATPase_4,-,7.7e-35,117.7,all,3300010885_assembled_Ga0133913_10011015,ATPase
3300010158_assembled_Ga0114960_10000772_15,-,ATPase_4,-,2.3e-34,116.2,all,3300010158_assembled_Ga0114960_10000772,ATPase
3300010885_assembled_Ga0133913_10017077_2,-,ATPase_4,-,3.5e-34,115.6,all,3300010885_assembled_Ga0133913_10017077,ATPase
3300010885_assembled_Ga0133913_10009566_15,-,ATPase_4,-,5.9e-34,114.8,all,3300010885_assembled_Ga0133913_10009566,ATPase
3300009151_assembled_Ga0114962_10000842_24,-,ATPase_4,-,7.8e-34,114.4,all,3300009151_assembled_Ga0114962_10000842,ATPase
3300006916_assembled_Ga0070750_10000267_13,-,ATPase_4,-,8.8e-34,114.2,all,3300006916_assembled_Ga0070750_10000267,ATPase
3300009181_assembled_Ga0114969_10001288_25,-,ATPase_4,-,3e-33,112.5,all,3300009181_assembled_Ga0114969_10001288,ATPase
KJ854379.1_1,-,ATPase_4,-,4.1e-33,112,all,KJ854379.1,ATPase
3300010885_assembled_Ga0133913_10015411_11,-,ATPase_4,-,4.3e-33,112,all,3300010885_assembled_Ga0133913_10015411,ATPase
3300005747_assembled_Ga0076924_1015279_30,-,ATPase_4,-,9.9e-33,110.8,all,3300005747_assembled_Ga0076924_1015279,ATPase
3300027708_assembled_Ga0209188_1000973_24,-,ATPase_4,-,1.4e-32,110.3,all,3300027708_assembled_Ga0209188_1000973,ATPase
3300010885_assembled_Ga0133913_10009135_15,-,ATPase_4,-,1.4e-32,110.3,all,3300010885_assembled_Ga0133913_10009135,ATPase
3300010885_assembled_Ga0133913_10009934_7,-,ATPase_4,-,2.4e-32,109.5,all,3300010885_assembled_Ga0133913_10009934,ATPase
3300002835_assembled_B570J40625_100004419_20,-,ATPase_4,-,2.5e-32,109.5,all,3300002835_assembled_B570J40625_100004419,ATPase
OL828819.1_14,-,ATPase_4,-,2.5e-32,109.5,all,OL828819.1,ATPase
3300009163_assembled_Ga0114970_10000439_10,-,ATPase_4,-,3e-32,109.2,all,3300009163_assembled_Ga0114970_10000439,ATPase
3300013094_assembled_Ga0164297_10001420_22,-,ATPase_4,-,4.5e-32,108.6,all,3300013094_assembled_Ga0164297_10001420,ATPase
3300027769_assembled_Ga0209770_10000312_19,-,ATPase_4,-,4.9e-32,108.5,all,3300027769_assembled_Ga0209770_10000312,ATPase
3300025736_assembled_Ga0207997_1001135_6,-,ATPase_4,-,5.9e-32,108.2,all,3300025736_assembled_Ga0207997_1001135,ATPase
3300009183_assembled_Ga0114974_10000518_21,-,ATPase_4,-,6.4e-32,108.1,all,3300009183_assembled_Ga0114974_10000518,ATPase
3300005582_assembled_Ga0049080_10000091_2,-,ATPase_4,-,8.1e-32,107.8,all,3300005582_assembled_Ga0049080_10000091,ATPase
MG807318.2_4,-,ATPase_4,-,1e-31,107.5,all,MG807318.2,ATPase
3300010885_assembled_Ga0133913_10012712_3,-,ATPase_4,-,1.3e-31,107.1,all,3300010885_assembled_Ga0133913_10012712,ATPase
3300027973_assembled_Ga0209298_10000424_23,-,ATPase_4,-,1.9e-31,106.6,all,3300027973_assembled_Ga0209298_10000424,ATPase
3300010354_assembled_Ga0129333_10000799_11,-,ATPase_4,-,2.5e-31,106.2,all,3300010354_assembled_Ga0129333_10000799,ATPase
3300009684_assembled_Ga0114958_10000782_18,-,ATPase_4,-,2.9e-31,106,all,3300009684_assembled_Ga0114958_10000782,ATPase
3300002091_assembled_JGI24028J26656_1000152_5,-,ATPase_4,-,3.2e-31,105.8,all,3300002091_assembled_JGI24028J26656_1000152,ATPase
3300000439_assembled_TBL_comb48_EPIDRAFT_1001871_4,-,ATPase_4,-,3.9e-31,105.6,all,3300000439_assembled_TBL_comb48_EPIDRAFT_1001871,ATPase
JN603370.1_3,-,ATPase_4,-,7.8e-31,104.6,all,JN603370.1,ATPase
3300028413_assembled_Ga0306870_1000093_3,-,ATPase_4,-,8.3e-31,104.5,all,3300028413_assembled_Ga0306870_1000093,ATPase
3300007540_assembled_Ga0099847_1000087_6,-,ATPase_4,-,1.3e-30,103.9,all,3300007540_assembled_Ga0099847_1000087,ATPase
3300010885_assembled_Ga0133913_10008183_16,-,ATPase_4,-,1.4e-30,103.7,all,3300010885_assembled_Ga0133913_10008183,ATPase
3300010334_assembled_Ga0136644_10000572_10,-,ATPase_4,-,5.6e-30,101.7,all,3300010334_assembled_Ga0136644_10000572,ATPase
3300027777_assembled_Ga0209829_10000789_10,-,ATPase_4,-,5.8e-30,101.7,all,3300027777_assembled_Ga0209829_10000789,ATPase
3300009180_assembled_Ga0114979_10000767_10,-,ATPase_4,-,6.3e-30,101.6,all,3300009180_assembled_Ga0114979_10000767,ATPase
3300025401_assembled_Ga0207955_1000104_2,-,ATPase_4,-,1.3e-29,100.6,all,3300025401_assembled_Ga0207955_1000104,ATPase
3300010885_assembled_Ga0133913_10008424_15,-,ATPase_4,-,1.3e-29,100.6,all,3300010885_assembled_Ga0133913_10008424,ATPase
3300009183_assembled_Ga0114974_10001000_1,-,ATPase_4,-,1.8e-29,100.1,all,3300009183_assembled_Ga0114974_10001000,ATPase
3300007734_assembled_Ga0104986_1721_5,-,ATPase_4,-,4.3e-29,98.8,all,3300007734_assembled_Ga0104986_1721,ATPase
3300025646_assembled_Ga0208161_1000494_5,-,ATPase_4,-,1.2e-28,97.3,all,3300025646_assembled_Ga0208161_1000494,ATPase
3300010885_assembled_Ga0133913_10013167_23,-,ATPase_4,-,1.6e-28,97,all,3300010885_assembled_Ga0133913_10013167,ATPase
KC556925.1_1,-,ATPase_4,-,2.1e-28,96.6,all,KC556925.1,ATPase
3300009182_assembled_Ga0114959_10001102_27,-,ATPase_4,-,2.1e-28,96.6,all,3300009182_assembled_Ga0114959_10001102,ATPase
3300010885_assembled_Ga0133913_10010443_6,-,ATPase_4,-,3.6e-28,95.8,all,3300010885_assembled_Ga0133913_10010443,ATPase
3300009500_assembled_Ga0116229_10007006_21,-,ATPase_4,-,6.8e-28,94.9,all,3300009500_assembled_Ga0116229_10007006,ATPase
3300002092_assembled_JGI24218J26658_1000290_25,-,ATPase_4,-,1.8e-27,93.5,all,3300002092_assembled_JGI24218J26658_1000290,ATPase
3300010885_assembled_Ga0133913_10011061_27,-,ATPase_4,-,2.3e-27,93.1,all,3300010885_assembled_Ga0133913_10011061,ATPase
BVI_055B_7,-,ATPase_4,-,6.6e-27,91.7,all,BVI_055B,ATPase
3300006114_assembled_Ga0007815_1000154_23,-,ATPase_4,-,1.6e-26,90.4,all,3300006114_assembled_Ga0007815_1000154,ATPase
3300009154_assembled_Ga0114963_10000587_7,-,ATPase_4,-,4.8e-25,85.5,all,3300009154_assembled_Ga0114963_10000587,ATPase
3300014204_assembled_Ga0172381_10002270_22,-,ATPase_4,-,5.6e-25,85.3,all,3300014204_assembled_Ga0172381_10002270,ATPase
3300029911_assembled_Ga0311361_10011007_11,-,ATPase_4,-,7.3e-25,84.9,all,3300029911_assembled_Ga0311361_10011007,ATPase
3300009548_assembled_Ga0116107_1001113_11,-,ATPase_4,-,1.1e-24,84.3,all,3300009548_assembled_Ga0116107_1001113,ATPase
3300032893_assembled_Ga0335069_10005211_12,-,ATPase_4,-,1.5e-24,83.9,all,3300032893_assembled_Ga0335069_10005211,ATPase
3300017971_assembled_Ga0180438_10003911_17,-,ATPase_4,-,2.2e-24,83.4,all,3300017971_assembled_Ga0180438_10003911,ATPase
3300017963_assembled_Ga0180437_10003822_9,-,ATPase_4,-,3e-24,82.9,all,3300017963_assembled_Ga0180437_10003822,ATPase
3300007541_assembled_Ga0099848_1000221_11,-,ATPase_4,-,4.8e-24,82.2,all,3300007541_assembled_Ga0099848_1000221,ATPase
3300002835_assembled_B570J40625_100006411_16,-,ATPase_4,-,5.2e-24,82.1,all,3300002835_assembled_B570J40625_100006411,ATPase
3300027793_assembled_Ga0209972_10000880_7,-,ATPase_4,-,7.8e-24,81.5,all,3300027793_assembled_Ga0209972_10000880,ATPase
3300024254_assembled_Ga0247661_1000063_14,-,ATPase_4,-,1.1e-23,81.1,all,3300024254_assembled_Ga0247661_1000063,ATPase
3300032770_assembled_Ga0335085_10008907_6,-,ATPase_4,-,1.1e-23,81.1,all,3300032770_assembled_Ga0335085_10008907,ATPase
3300019487_assembled_Ga0187893_10009394_10,-,ATPase_4,-,3e-23,79.6,all,3300019487_assembled_Ga0187893_10009394,ATPase
3300010413_assembled_Ga0136851_10008908_8,-,ATPase_4,-,1e-22,77.9,all,3300010413_assembled_Ga0136851_10008908,ATPase
3300032665_assembled_Ga0316221_1001987_5,-,ATPase_4,-,1.1e-22,77.8,all,3300032665_assembled_Ga0316221_1001987,ATPase
3300021168_assembled_Ga0210406_10003258_18,-,ATPase_4,-,1.6e-22,77.2,all,3300021168_assembled_Ga0210406_10003258,ATPase
3300014492_assembled_Ga0182013_10004328_17,-,ATPase_4,-,2.4e-22,76.6,all,3300014492_assembled_Ga0182013_10004328,ATPase
3300010157_assembled_Ga0114964_10000880_4,-,ATPase_4,-,1.1e-21,74.4,all,3300010157_assembled_Ga0114964_10000880,ATPase
3300009151_assembled_Ga0114962_10001373_16,-,ATPase_4,-,1.6e-21,73.9,all,3300009151_assembled_Ga0114962_10001373,ATPase
3300035696_assembled_Ga0374055_0049619_3,-,ATPase_4,-,2.8e-21,73.2,all,3300035696_assembled_Ga0374055_0049619,ATPase
3300009160_assembled_Ga0114981_10001519_4,-,ATPase_4,-,4e-21,72.6,all,3300009160_assembled_Ga0114981_10001519,ATPase
3300009091_assembled_Ga0102851_10000522_14,-,ATPase_4,-,4.4e-21,72.5,all,3300009091_assembled_Ga0102851_10000522,ATPase
3300018022_assembled_Ga0187864_10002390_7,-,ATPase_4,-,7e-21,71.8,all,3300018022_assembled_Ga0187864_10002390,ATPase
3300009151_assembled_Ga0114962_10001691_7,-,ATPase_4,-,8e-21,71.6,all,3300009151_assembled_Ga0114962_10001691,ATPase
