Genome Abbreviated ID,Genome full ID,Source dataset,Dataset type,Dataset ID,Genome topology,Genome length,ANI clustering status,ANI cluster,Predicted completeness,List of virophage marker genes,gwAAI group,MCP tree group,Blast-based affiliation,Dataset publication doi (or other comparable reference),Proposal doi (for JGI datasets)
IMG_VR_0095,IMGVR_UViG_3300002307_000995|3300002307|JGI24890J29729_1001896,IMG_VR v3,Metagenome,3300002307,Linear,8587,Seed,IMG_VR_0095,Partial,ATPase MCP Penton PRO,NA,NA,Maveriviricetes;Priklausovirales;Burtonviroviridae,10.1093/nar/gkaa946 10.1128/mSphere.00202-18 10.1186/s40168-019-0768-5,10.46936/10.25585/60000619
IMG_VR_0096,IMGVR_UViG_3300002307_000996|3300002307|JGI24890J29729_1002257,IMG_VR v3,Metagenome,3300002307,Linear,7488,Seed,IMG_VR_0096,Partial,MCP Penton PRO,NA,NA,Maveriviricetes;Priklausovirales;Burtonviroviridae,10.1093/nar/gkaa946 10.1128/mSphere.00202-18 10.1186/s40168-019-0768-5,10.46936/10.25585/60000619
IMG_VR_0097,IMGVR_UViG_3300002307_000997|3300002307|JGI24890J29729_1002557,IMG_VR v3,Metagenome,3300002307,Linear,6791,Seed,IMG_VR_0097,Partial,MCP Penton PRO,NA,NA,Maveriviricetes;Priklausovirales;Burtonviroviridae,10.1093/nar/gkaa946 10.1128/mSphere.00202-18 10.1186/s40168-019-0768-5,10.46936/10.25585/60000619
IMG_VR_0098,IMGVR_UViG_3300002307_000998|3300002307|JGI24890J29729_1002880,IMG_VR v3,Metagenome,3300002307,Linear,6226,Clustered,IMG_VR_0071,NA,NA,NA,NA,NA,10.1093/nar/gkaa946 10.1128/mSphere.00202-18 10.1186/s40168-019-0768-5,10.46936/10.25585/60000619
IMG_VR_0100,IMGVR_UViG_3300002641_002081|3300002641|loc_105131763,IMG_VR v3,Metagenome,3300002641,Linear,7218,Clustered,RV_AUXO017923253.1,NA,NA,NA,NA,NA,10.1093/nar/gkaa946,10.46936/10.25585/60007430
IMG_VR_0101,IMGVR_UViG_3300002835_004335|3300002835|B570J40625_100003451,IMG_VR v3,Metagenome,3300002835,Linear,29610,Seed,IMG_VR_0101,Near-complete,ATPase MCP Penton PRO,Group 004,SW01 virophages,Maveriviricetes;Priklausovirales;Dishuiviroviridae,10.1093/nar/gkaa946 10.1186/s40168-019-0768-5 10.7717/peerj.6075,10.46936/10.25585/60000533
IMG_VR_0102,IMGVR_UViG_3300002835_004336|3300002835|B570J40625_100004419,IMG_VR v3,Metagenome,3300002835,DTR,25756,Seed,IMG_VR_0102,Complete,ATPase MCP Penton PRO,Group 004,SW01 virophages,Maveriviricetes;Priklausovirales;Dishuiviroviridae,10.1093/nar/gkaa946 10.1186/s40168-019-0768-5 10.7717/peerj.6075,10.46936/10.25585/60000533
IMG_VR_0103,IMGVR_UViG_3300002835_004337|3300002835|B570J40625_100004931,IMG_VR v3,Metagenome,3300002835,Linear,24917,Seed,IMG_VR_0103,Partial,ATPase MCP Penton PRO,NA,NA,Maveriviricetes;Priklausovirales;Dishuiviroviridae,10.1093/nar/gkaa946 10.1186/s40168-019-0768-5 10.7717/peerj.6075,10.46936/10.25585/60000533
IMG_VR_0104,IMGVR_UViG_3300002835_004338|3300002835|B570J40625_100005612,IMG_VR v3,Metagenome,3300002835,DTR,22900,Seed,IMG_VR_0104,Complete,ATPase MCP Penton PRO,Group 004,NA,Maveriviricetes;Unclassified,10.1093/nar/gkaa946 10.1186/s40168-019-0768-5 10.7717/peerj.6075,10.46936/10.25585/60000533
IMG_VR_0105,IMGVR_UViG_3300002835_004339|3300002835|B570J40625_100005780,IMG_VR v3,Metagenome,3300002835,Linear,23012,Seed,IMG_VR_0105,Near-complete,ATPase MCP Penton PRO,Group 002,Sputnik virophages,Maveriviricetes;Mividavirales;Sputniviroviridae,10.1093/nar/gkaa946 10.1186/s40168-019-0768-5 10.7717/peerj.6075,10.46936/10.25585/60000533
IMG_VR_0106,IMGVR_UViG_3300002835_004340|3300002835|B570J40625_100006212,IMG_VR v3,Metagenome,3300002835,Linear,22196,Seed,IMG_VR_0106,Near-complete,ATPase MCP Penton PRO,Group 004,NA,Maveriviricetes;Unclassified,10.1093/nar/gkaa946 10.1186/s40168-019-0768-5 10.7717/peerj.6075,10.46936/10.25585/60000533
IMG_VR_0107,IMGVR_UViG_3300002835_004341|3300002835|B570J40625_100006411,IMG_VR v3,Metagenome,3300002835,DTR,20751,Seed,IMG_VR_0107,Complete,ATPase MCP Penton PRO,NA,NA,Maveriviricetes;Unclassified,10.1093/nar/gkaa946 10.1186/s40168-019-0768-5 10.7717/peerj.6075,10.46936/10.25585/60000533
IMG_VR_0108,IMGVR_UViG_3300002835_004342|3300002835|B570J40625_100006412,IMG_VR v3,Metagenome,3300002835,Linear,21805,Clustered,IMG_VR_0101,NA,NA,NA,NA,NA,10.1093/nar/gkaa946 10.1186/s40168-019-0768-5 10.7717/peerj.6075,10.46936/10.25585/60000533
IMG_VR_0109,IMGVR_UViG_3300002835_004344|3300002835|B570J40625_100026948,IMG_VR v3,Metagenome,3300002835,Linear,9285,Seed,IMG_VR_0109,Partial,MCP Penton PRO,NA,NA,Maveriviricetes;Unclassified,10.1093/nar/gkaa946 10.1186/s40168-019-0768-5 10.7717/peerj.6075,10.46936/10.25585/60000533
IMG_VR_0110,IMGVR_UViG_3300002835_004345|3300002835|B570J40625_100045837,IMG_VR v3,Metagenome,3300002835,Linear,6363,Seed,IMG_VR_0110,Partial,MCP Penton PRO,NA,NA,Maveriviricetes;Unclassified,10.1093/nar/gkaa946 10.1186/s40168-019-0768-5 10.7717/peerj.6075,10.46936/10.25585/60000533
IMG_VR_0111,IMGVR_UViG_3300002933_000344|3300002933|G310J44882_10001402,IMG_VR v3,Metagenome,3300002933,Linear,10743,Clustered,IMG_VR_0036,NA,NA,NA,NA,NA,10.1038/ismej.2015.241 10.1093/nar/gkaa946 10.7717/peerj.6075,10.46936/10.25585/60000533
IMG_VR_0112,IMGVR_UViG_3300002933_000345|3300002933|G310J44882_10001544,IMG_VR v3,Metagenome,3300002933,Linear,10120,Clustered,IMG_VR_0033,NA,NA,NA,NA,NA,10.1038/ismej.2015.241 10.1093/nar/gkaa946 10.7717/peerj.6075,10.46936/10.25585/60000533
IMG_VR_0113,IMGVR_UViG_3300002933_000347|3300002933|G310J44882_10002876,IMG_VR v3,Metagenome,3300002933,Linear,6805,Clustered,IMG_VR_0283,NA,NA,NA,NA,NA,10.1038/ismej.2015.241 10.1093/nar/gkaa946 10.7717/peerj.6075,10.46936/10.25585/60000533
IMG_VR_0114,IMGVR_UViG_3300003375_000849|3300003375|JGI26470J50227_1000268,IMG_VR v3,Metagenome,3300003375,Linear,22961,Clustered,IMG_VR_1118,NA,NA,NA,NA,NA,10.1093/nar/gkaa946 10.1128/mSphere.00202-18 10.1186/s40168-019-0768-5,10.46936/10.25585/60000619
IMG_VR_0115,IMGVR_UViG_3300003375_000850|3300003375|JGI26470J50227_1000762,IMG_VR v3,Metagenome,3300003375,Linear,12477,Seed,IMG_VR_0115,Partial,ATPase MCP Penton,NA,NA,Maveriviricetes;Priklausovirales;Dishuiviroviridae,10.1093/nar/gkaa946 10.1128/mSphere.00202-18 10.1186/s40168-019-0768-5,10.46936/10.25585/60000619
IMG_VR_0116,IMGVR_UViG_3300003375_000852|3300003375|JGI26470J50227_1000911,IMG_VR v3,Metagenome,3300003375,Linear,11159,Clustered,IMG_VR_0303,NA,NA,NA,NA,NA,10.1093/nar/gkaa946 10.1128/mSphere.00202-18 10.1186/s40168-019-0768-5,10.46936/10.25585/60000619
IMG_VR_0117,IMGVR_UViG_3300003375_000854|3300003375|JGI26470J50227_1001111,IMG_VR v3,Metagenome,3300003375,Linear,9825,Seed,IMG_VR_0117,Partial,ATPase MCP Penton PRO,NA,NA,Maveriviricetes;Priklausovirales;Burtonviroviridae,10.1093/nar/gkaa946 10.1128/mSphere.00202-18 10.1186/s40168-019-0768-5,10.46936/10.25585/60000619
IMG_VR_0118,IMGVR_UViG_3300003375_000855|3300003375|JGI26470J50227_1001184,IMG_VR v3,Metagenome,3300003375,Linear,9516,Clustered,IMG_VR_0032,NA,NA,NA,NA,NA,10.1093/nar/gkaa946 10.1128/mSphere.00202-18 10.1186/s40168-019-0768-5,10.46936/10.25585/60000619
IMG_VR_0119,IMGVR_UViG_3300003375_000856|3300003375|JGI26470J50227_1001717,IMG_VR v3,Metagenome,3300003375,Linear,7537,Clustered,IMG_VR_0985,NA,NA,NA,NA,NA,10.1093/nar/gkaa946 10.1128/mSphere.00202-18 10.1186/s40168-019-0768-5,10.46936/10.25585/60000619
IMG_VR_0120,IMGVR_UViG_3300003375_000858|3300003375|JGI26470J50227_1002679,IMG_VR v3,Metagenome,3300003375,Linear,5619,Seed,IMG_VR_0120,Partial,ATPase MCP Penton PRO,NA,NA,Maveriviricetes;Unclassified,10.1093/nar/gkaa946 10.1128/mSphere.00202-18 10.1186/s40168-019-0768-5,10.46936/10.25585/60000619
IMG_VR_0121,IMGVR_UViG_3300003375_000861|3300003375|JGI26470J50227_1003079,IMG_VR v3,Metagenome,3300003375,Linear,5141,Clustered,IMG_VR_0611,NA,NA,NA,NA,NA,10.1093/nar/gkaa946 10.1128/mSphere.00202-18 10.1186/s40168-019-0768-5,10.46936/10.25585/60000619
IMG_VR_0122,IMGVR_UViG_3300003404_000296|3300003404|JGI25920J50251_10003170,IMG_VR v3,Metagenome,3300003404,Linear,5916,Clustered,IMG_VR_1252,NA,NA,NA,NA,NA,10.1093/nar/gkaa946 10.1128/AEM.00140-20,10.46936/10.25585/60000744
IMG_VR_0123,IMGVR_UViG_3300003413_000270|3300003413|JGI25922J50271_10000494,IMG_VR v3,Metagenome,3300003413,Linear,11653,Clustered,IMG_VR_1297,NA,NA,NA,NA,NA,10.1093/nar/gkaa946 10.1128/AEM.00140-20,10.46936/10.25585/60000744
IMG_VR_0126,IMGVR_UViG_3300003465_000053|3300003465|P52013CM_1004042,IMG_VR v3,Metagenome,3300003465,Linear,15705,Seed,IMG_VR_0126,Partial,ATPase MCP Penton PRO,NA,NA,Maveriviricetes;Mividavirales;Sputniviroviridae,10.1093/nar/gkaa946,
IMG_VR_0129,IMGVR_UViG_3300003757_000024|3300003757|Ga0041910_1002229,IMG_VR v3,Metagenome,3300003757,Linear,14013,Clustered,IMG_VR_1033,NA,NA,NA,NA,NA,10.1021/acs.est.6b04477 10.1093/nar/gkaa946 10.1111/1462-2920.12936,10.46936/10.25585/60000685
IMG_VR_0130,IMGVR_UViG_3300003757_000025|3300003757|Ga0041910_1004259,IMG_VR v3,Metagenome,3300003757,Linear,6873,Clustered,IMG_VR_0448,NA,NA,NA,NA,NA,10.1021/acs.est.6b04477 10.1093/nar/gkaa946 10.1111/1462-2920.12936,10.46936/10.25585/60000685
IMG_VR_0131,IMGVR_UViG_3300003785_000038|3300003785|Ga0007851_100001,IMG_VR v3,Metagenome,3300003785,Concatemer,26599,Clustered,IMG_VR_0265,NA,NA,NA,NA,NA,10.1093/nar/gkaa946 10.1186/s40168-019-0768-5,10.46936/10.25585/60000543
IMG_VR_0132,IMGVR_UViG_3300003793_000030|3300003793|Ga0007847_100004,IMG_VR v3,Metagenome,3300003793,Linear,26918,Clustered,IMG_VR_0265,NA,NA,NA,NA,NA,10.1093/nar/gkaa946,10.46936/10.25585/60000543
IMG_VR_0133,IMGVR_UViG_3300003793_000032|3300003793|Ga0007847_100171,IMG_VR v3,Metagenome,3300003793,Linear,5784,Clustered,IMG_VR_1175,NA,NA,NA,NA,NA,10.1093/nar/gkaa946,10.46936/10.25585/60000543
IMG_VR_0134,IMGVR_UViG_3300003796_000148|3300003796|Ga0007865_1000241,IMG_VR v3,Metagenome,3300003796,Linear,9279,Clustered,IMG_VR_0236,NA,NA,NA,NA,NA,10.1093/nar/gkaa946,10.46936/10.25585/60000543
IMG_VR_0135,IMGVR_UViG_3300003803_000030|3300003803|Ga0007849_1000002,IMG_VR v3,Metagenome,3300003803,Concatemer,26599,Clustered,IMG_VR_0265,NA,NA,NA,NA,NA,10.1093/nar/gkaa946,10.46936/10.25585/60000543
IMG_VR_0136,IMGVR_UViG_3300003812_000143|3300003812|Ga0007861_1000028,IMG_VR v3,Metagenome,3300003812,Linear,16796,Clustered,IMG_VR_0283,NA,NA,NA,NA,NA,10.1093/nar/gkaa946,10.46936/10.25585/60000543
IMG_VR_0137,IMGVR_UViG_3300003812_000144|3300003812|Ga0007861_1000096,IMG_VR v3,Metagenome,3300003812,Linear,9221,Clustered,IMG_VR_0142,NA,NA,NA,NA,NA,10.1093/nar/gkaa946,10.46936/10.25585/60000543
IMG_VR_0138,IMGVR_UViG_3300003813_000190|3300003813|Ga0007879_1000132,IMG_VR v3,Metagenome,3300003813,Linear,15496,Clustered,IMG_VR_0283,NA,NA,NA,NA,NA,10.1093/nar/gkaa946,10.46936/10.25585/60000543
IMG_VR_0139,IMGVR_UViG_3300003814_000222|3300003814|Ga0007877_1000721,IMG_VR v3,Metagenome,3300003814,Linear,6398,Clustered,IMG_VR_0283,NA,NA,NA,NA,NA,10.1093/nar/gkaa946,10.46936/10.25585/60000543
IMG_VR_0140,IMGVR_UViG_3300003815_000112|3300003815|Ga0007856_1000365,IMG_VR v3,Metagenome,3300003815,Linear,5372,Clustered,IMG_VR_0172,NA,NA,NA,NA,NA,10.1093/nar/gkaa946,10.46936/10.25585/60000543
IMG_VR_0141,IMGVR_UViG_3300003820_000273|3300003820|Ga0007863_1000046,IMG_VR v3,Metagenome,3300003820,Linear,20321,Clustered,IMG_VR_1182,NA,NA,NA,NA,NA,10.1093/nar/gkaa946 10.1186/s40168-019-0768-5,10.46936/10.25585/60000543
IMG_VR_0142,IMGVR_UViG_3300003820_000274|3300003820|Ga0007863_1000076,IMG_VR v3,Metagenome,3300003820,Linear,15070,Seed,IMG_VR_0142,Partial,MCP Penton PRO,NA,NA,Maveriviricetes;Priklausovirales;Burtonviroviridae,10.1093/nar/gkaa946 10.1186/s40168-019-0768-5,10.46936/10.25585/60000543
IMG_VR_0143,IMGVR_UViG_3300003820_000275|3300003820|Ga0007863_1000246,IMG_VR v3,Metagenome,3300003820,Linear,8417,Clustered,IMG_VR_0283,NA,NA,NA,NA,NA,10.1093/nar/gkaa946 10.1186/s40168-019-0768-5,10.46936/10.25585/60000543
IMG_VR_0144,IMGVR_UViG_3300003826_000019|3300003826|Ga0007872_1000226,IMG_VR v3,Metagenome,3300003826,Linear,11021,Clustered,IMG_VR_0303,NA,NA,NA,NA,NA,10.1093/nar/gkaa946,10.46936/10.25585/60000543
IMG_VR_0145,IMGVR_UViG_3300003852_000330|3300003852|Ga0031655_10000867,IMG_VR v3,Metagenome,3300003852,Linear,18601,Clustered,IMG_VR_1318,NA,NA,NA,NA,NA,10.1093/nar/gkaa946 10.1186/s40168-019-0768-5,10.46936/10.25585/60000572
IMG_VR_0146,IMGVR_UViG_3300003852_000331|3300003852|Ga0031655_10001695,IMG_VR v3,Metagenome,3300003852,Linear,13068,Seed,IMG_VR_0146,Partial,ATPase MCP Penton PRO,NA,NA,Maveriviricetes;Mividavirales;Sputniviroviridae,10.1093/nar/gkaa946 10.1186/s40168-019-0768-5,10.46936/10.25585/60000572
IMG_VR_0147,IMGVR_UViG_3300003860_000096|3300003860|Ga0031658_1000224,IMG_VR v3,Metagenome,3300003860,Linear,9082,Seed,IMG_VR_0147,Partial,MCP Penton PRO,NA,NA,Maveriviricetes;Priklausovirales;Burtonviroviridae,10.1093/nar/gkaa946 10.1126/science.aal4657,10.46936/10.25585/60000572
IMG_VR_0148,IMGVR_UViG_3300004082_000007|3300004082|Ga0062384_100002173,IMG_VR v3,Metagenome,3300004082,Linear,6083,Clustered,IMG_VR_1296,NA,NA,NA,NA,NA,10.1038/s41396-018-0334-3 10.1093/nar/gkaa946,10.46936/10.25585/60000575
IMG_VR_0149,IMGVR_UViG_3300004092_000032|3300004092|Ga0062389_100010113,IMG_VR v3,Metagenome,3300004092,Linear,6088,Clustered,IMG_VR_1296,NA,NA,NA,NA,NA,10.1038/s41396-018-0334-3 10.1093/nar/gkaa946,10.46936/10.25585/60000575
IMG_VR_0150,IMGVR_UViG_3300004097_000631|3300004097|Ga0055584_100014175,IMG_VR v3,Metagenome,3300004097,Linear,7826,Clustered,IMG_VR_1106,NA,NA,NA,NA,NA,10.1093/nar/gkaa946,10.46936/10.25585/60000792
IMG_VR_0151,IMGVR_UViG_3300004240_000423|3300004240|Ga0007787_10001102,IMG_VR v3,Metagenome,3300004240,Linear,9004,Seed,IMG_VR_0151,Partial,MCP Penton PRO,NA,NA,Maveriviricetes;Priklausovirales;Gulliviroviridae,10.1093/nar/gkaa946 10.1128/AEM.00140-20,10.46936/10.25585/60000744
IMG_VR_0152,IMGVR_UViG_3300004635_000012|3300004635|Ga0062388_100005882,IMG_VR v3,Metagenome,3300004635,Linear,6083,Clustered,IMG_VR_1296,NA,NA,NA,NA,NA,10.1038/s41396-018-0334-3 10.1093/nar/gkaa946,10.46936/10.25585/60000575
IMG_VR_0153,IMGVR_UViG_3300004684_000263|3300004684|Ga0065168_1000329,IMG_VR v3,Metagenome,3300004684,Linear,8113,Clustered,IMG_VR_0236,NA,NA,NA,NA,NA,10.1093/nar/gkaa946,10.46936/10.25585/60000543
IMG_VR_0154,IMGVR_UViG_3300004685_000198|3300004685|Ga0065177_1000021,IMG_VR v3,Metagenome,3300004685,DTR,26599,Clustered,IMG_VR_0265,NA,NA,NA,NA,NA,10.1093/nar/gkaa946,10.46936/10.25585/60000543
IMG_VR_0155,IMGVR_UViG_3300004685_000199|3300004685|Ga0065177_1000845,IMG_VR v3,Metagenome,3300004685,Linear,5324,Clustered,IMG_VR_1236,NA,NA,NA,NA,NA,10.1093/nar/gkaa946,10.46936/10.25585/60000543
IMG_VR_0156,IMGVR_UViG_3300004686_000236|3300004686|Ga0065173_1000597,IMG_VR v3,Metagenome,3300004686,Linear,6634,Clustered,IMG_VR_0303,NA,NA,NA,NA,NA,10.1093/nar/gkaa946,10.46936/10.25585/60000543
IMG_VR_0157,IMGVR_UViG_3300004687_000151|3300004687|Ga0065174_1000051,IMG_VR v3,Metagenome,3300004687,Linear,19163,Clustered,IMG_VR_0265,NA,NA,NA,NA,NA,10.1093/nar/gkaa946,10.46936/10.25585/60000543
IMG_VR_0158,IMGVR_UViG_3300004688_000006|3300004688|Ga0065169_1000011,IMG_VR v3,Metagenome,3300004688,Linear,5462,Clustered,IMG_VR_1180,NA,NA,NA,NA,NA,10.1093/nar/gkaa946,10.46936/10.25585/60000543
IMG_VR_0159,IMGVR_UViG_3300004694_000195|3300004694|Ga0065170_1000014,IMG_VR v3,Metagenome,3300004694,Linear,25166,Clustered,IMG_VR_0171,NA,NA,NA,NA,NA,10.1093/nar/gkaa946,10.46936/10.25585/60000543
IMG_VR_0160,IMGVR_UViG_3300004694_000198|3300004694|Ga0065170_1000328,IMG_VR v3,Metagenome,3300004694,Linear,6634,Clustered,IMG_VR_0303,NA,NA,NA,NA,NA,10.1093/nar/gkaa946,10.46936/10.25585/60000543
IMG_VR_0161,IMGVR_UViG_3300004770_000736|3300004770|Ga0007804_1000288,IMG_VR v3,Metagenome,3300004770,Linear,19632,Seed,IMG_VR_0161,Partial,ATPase MCP Penton PRO,NA,NA,Maveriviricetes;Priklausovirales;Omnilimnoviroviridae,10.1093/nar/gkaa946 10.1186/s40168-019-0768-5,10.46936/10.25585/60000543
IMG_VR_0162,IMGVR_UViG_3300004770_000737|3300004770|Ga0007804_1001180,IMG_VR v3,Metagenome,3300004770,Linear,9126,Seed,IMG_VR_0162,Partial,ATPase MCP PRO,NA,NA,Maveriviricetes;Unclassified,10.1093/nar/gkaa946 10.1186/s40168-019-0768-5,10.46936/10.25585/60000543
IMG_VR_0163,IMGVR_UViG_3300004777_000293|3300004777|Ga0007827_10000516,IMG_VR v3,Metagenome,3300004777,Linear,12613,Clustered,IMG_VR_0171,NA,NA,NA,NA,NA,10.1093/nar/gkaa946,10.46936/10.25585/60000543
IMG_VR_0164,IMGVR_UViG_3300004806_000483|3300004806|Ga0007854_10000451,IMG_VR v3,Metagenome,3300004806,Linear,26667,Clustered,IMG_VR_0265,NA,NA,NA,NA,NA,10.1093/nar/gkaa946 10.1186/s40168-019-0768-5,10.46936/10.25585/60000543
IMG_VR_0165,IMGVR_UViG_3300004806_000484|3300004806|Ga0007854_10000594,IMG_VR v3,Metagenome,3300004806,Linear,23263,Seed,IMG_VR_0165,Partial,ATPase MCP Penton PRO,NA,NA,Maveriviricetes;Unclassified,10.1093/nar/gkaa946 10.1186/s40168-019-0768-5,10.46936/10.25585/60000543
IMG_VR_0166,IMGVR_UViG_3300004806_000485|3300004806|Ga0007854_10001399,IMG_VR v3,Metagenome,3300004806,Linear,15305,Seed,IMG_VR_0166,Partial,ATPase MCP Penton PRO,NA,NA,Maveriviricetes;Unclassified,10.1093/nar/gkaa946 10.1186/s40168-019-0768-5,10.46936/10.25585/60000543
IMG_VR_0167,IMGVR_UViG_3300004806_000486|3300004806|Ga0007854_10004066,IMG_VR v3,Metagenome,3300004806,Linear,8763,Clustered,IMG_VR_1175,NA,NA,NA,NA,NA,10.1093/nar/gkaa946 10.1186/s40168-019-0768-5,10.46936/10.25585/60000543
IMG_VR_0168,IMGVR_UViG_3300004806_000487|3300004806|Ga0007854_10004250,IMG_VR v3,Metagenome,3300004806,Linear,8570,Clustered,IMG_VR_1236,NA,NA,NA,NA,NA,10.1093/nar/gkaa946 10.1186/s40168-019-0768-5,10.46936/10.25585/60000543
IMG_VR_0169,IMGVR_UViG_3300004806_000488|3300004806|Ga0007854_10005057,IMG_VR v3,Metagenome,3300004806,Linear,7813,Seed,IMG_VR_0169,Partial,ATPase MCP Penton PRO,NA,NA,Maveriviricetes;Unclassified,10.1093/nar/gkaa946 10.1186/s40168-019-0768-5,10.46936/10.25585/60000543
IMG_VR_0170,IMGVR_UViG_3300004806_000489|3300004806|Ga0007854_10006714,IMG_VR v3,Metagenome,3300004806,Linear,6730,Clustered,IMG_VR_0303,NA,NA,NA,NA,NA,10.1093/nar/gkaa946 10.1186/s40168-019-0768-5,10.46936/10.25585/60000543
IMG_VR_0171,IMGVR_UViG_3300004807_000911|3300004807|Ga0007809_10000095,IMG_VR v3,Metagenome,3300004807,Linear,33842,Seed,IMG_VR_0171,Near-complete,ATPase MCP Penton PRO,Group 005,Large virophages,Maveriviricetes;Priklausovirales;Gulliviroviridae,10.1093/nar/gkaa946 10.1186/s40168-019-0768-5,10.46936/10.25585/60000543
IMG_VR_0172,IMGVR_UViG_3300004807_000912|3300004807|Ga0007809_10000403,IMG_VR v3,Metagenome,3300004807,Linear,17975,Seed,IMG_VR_0172,Partial,ATPase MCP Penton PRO,NA,NA,Maveriviricetes;Priklausovirales;Burtonviroviridae,10.1093/nar/gkaa946 10.1186/s40168-019-0768-5,10.46936/10.25585/60000543
IMG_VR_0173,IMGVR_UViG_3300004807_000913|3300004807|Ga0007809_10000678,IMG_VR v3,Metagenome,3300004807,Linear,14277,Seed,IMG_VR_0173,Partial,ATPase MCP Penton PRO,NA,NA,Maveriviricetes;Unclassified,10.1093/nar/gkaa946 10.1186/s40168-019-0768-5,10.46936/10.25585/60000543
IMG_VR_0174,IMGVR_UViG_3300004807_000914|3300004807|Ga0007809_10000830,IMG_VR v3,Metagenome,3300004807,Linear,13013,Clustered,IMG_VR_0306,NA,NA,NA,NA,NA,10.1093/nar/gkaa946 10.1186/s40168-019-0768-5,10.46936/10.25585/60000543
IMG_VR_0175,IMGVR_UViG_3300004807_000916|3300004807|Ga0007809_10002269,IMG_VR v3,Metagenome,3300004807,Linear,7801,Seed,IMG_VR_0175,Partial,MCP Penton PRO,NA,NA,Maveriviricetes;Unclassified,10.1093/nar/gkaa946 10.1186/s40168-019-0768-5,10.46936/10.25585/60000543
IMG_VR_0176,IMGVR_UViG_3300004807_000917|3300004807|Ga0007809_10002323,IMG_VR v3,Metagenome,3300004807,Linear,7721,Seed,IMG_VR_0176,Partial,ATPase MCP Penton,NA,NA,Maveriviricetes;Unclassified,10.1093/nar/gkaa946 10.1186/s40168-019-0768-5,10.46936/10.25585/60000543
IMG_VR_0177,IMGVR_UViG_3300004807_000919|3300004807|Ga0007809_10003214,IMG_VR v3,Metagenome,3300004807,Linear,6494,Clustered,IMG_VR_0303,NA,NA,NA,NA,NA,10.1093/nar/gkaa946 10.1186/s40168-019-0768-5,10.46936/10.25585/60000543
IMG_VR_0178,IMGVR_UViG_3300004807_000921|3300004807|Ga0007809_10003367,IMG_VR v3,Metagenome,3300004807,Linear,6337,Clustered,IMG_VR_1118,NA,NA,NA,NA,NA,10.1093/nar/gkaa946 10.1186/s40168-019-0768-5,10.46936/10.25585/60000543
IMG_VR_0179,IMGVR_UViG_3300005119_000001|3300005119|Ga0070420_1191,IMG_VR v3,Metagenome,3300005119,Linear,10614,Seed,IMG_VR_0179,Partial,ATPase MCP Penton PRO,NA,NA,Maveriviricetes;Unclassified,10.1093/nar/gkaa946 10.1186/s40168-019-0768-5,10.46936/10.25585/60000917
IMG_VR_0184,IMGVR_UViG_3300005527_001630|3300005527|Ga0068876_10000772,IMG_VR v3,Metagenome,3300005527,Linear,25701,Clustered,IMG_VR_1306,NA,NA,NA,NA,NA,10.1093/nar/gkaa946 10.1186/s40168-019-0768-5,10.46936/10.25585/60000686
IMG_VR_0185,IMGVR_UViG_3300005527_001631|3300005527|Ga0068876_10003849,IMG_VR v3,Metagenome,3300005527,Linear,10650,Seed,IMG_VR_0185,Partial,MCP Penton PRO,NA,NA,Maveriviricetes;Unclassified,10.1093/nar/gkaa946 10.1186/s40168-019-0768-5,10.46936/10.25585/60000686
IMG_VR_0186,IMGVR_UViG_3300005527_001633|3300005527|Ga0068876_10007667,IMG_VR v3,Metagenome,3300005527,Linear,7275,Clustered,IMG_VR_1308,NA,NA,NA,NA,NA,10.1093/nar/gkaa946 10.1186/s40168-019-0768-5,10.46936/10.25585/60000686
IMG_VR_0187,IMGVR_UViG_3300005527_001634|3300005527|Ga0068876_10008321,IMG_VR v3,Metagenome,3300005527,Linear,6963,Seed,IMG_VR_0187,Partial,ATPase MCP Penton PRO,NA,NA,Maveriviricetes;Unclassified,10.1093/nar/gkaa946 10.1186/s40168-019-0768-5,10.46936/10.25585/60000686
IMG_VR_0188,IMGVR_UViG_3300005527_001636|3300005527|Ga0068876_10013685,IMG_VR v3,Metagenome,3300005527,Linear,5253,Seed,IMG_VR_0188,Partial,ATPase MCP Penton PRO,NA,NA,Maveriviricetes;Unclassified,10.1093/nar/gkaa946 10.1186/s40168-019-0768-5,10.46936/10.25585/60000686
IMG_VR_0189,IMGVR_UViG_3300005528_001138|3300005528|Ga0068872_10004051,IMG_VR v3,Metagenome,3300005528,Linear,11124,Seed,IMG_VR_0189,Partial,ATPase MCP PRO,NA,NA,Maveriviricetes;Unclassified,10.1093/nar/gkaa946 10.3389/fmicb.2019.02081,10.46936/10.25585/60000686
IMG_VR_0190,IMGVR_UViG_3300005528_001140|3300005528|Ga0068872_10013469,IMG_VR v3,Metagenome,3300005528,Linear,5691,Clustered,IMG_VR_1308,NA,NA,NA,NA,NA,10.1093/nar/gkaa946 10.3389/fmicb.2019.02081,10.46936/10.25585/60000686
IMG_VR_0191,IMGVR_UViG_3300005529_000168|3300005529|Ga0070741_10016518,IMG_VR v3,Metagenome,3300005529,Linear,12291,Seed,IMG_VR_0191,Partial,ATPase MCP Penton PRO,NA,NA,Maveriviricetes;Mividavirales;Sputniviroviridae,10.1038/s41564-018-0276-6 10.1093/nar/gkaa946 10.1186/s40168-019-0768-5,10.46936/10.25585/60007659
